path,species,disease,species_id,disease_id,width,height
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_133.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_55.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_41.png,guava,anthracnose,1,1,3000,4000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_96.png,guava,anthracnose,1,1,3000,4000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_82.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_86.png,guava,anthracnose,1,1,3000,4000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_92.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_137.png,guava,anthracnose,1,1,3000,4000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_79.png,guava,anthracnose,1,1,4284,5712
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_123.png,guava,anthracnose,1,1,3000,4000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_45.png,guava,anthracnose,1,1,4284,5712
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_51.png,guava,anthracnose,1,1,3000,4000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_50.png,guava,anthracnose,1,1,4080,2304
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_44.png,guava,anthracnose,1,1,3000,4000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_122.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_78.png,guava,anthracnose,1,1,3000,4000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_136.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_93.png,guava,anthracnose,1,1,2304,4080
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_87.png,guava,anthracnose,1,1,3024,4032
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_91.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_85.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_120.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_134.png,guava,anthracnose,1,1,3024,4032
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_52.png,guava,anthracnose,1,1,3024,4032
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_108.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_46.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_47.png,guava,anthracnose,1,1,4080,2304
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_109.png,guava,anthracnose,1,1,4080,2304
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_53.png,guava,anthracnose,1,1,3024,4032
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_135.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_121.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_84.png,guava,anthracnose,1,1,3000,4000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_90.png,guava,anthracnose,1,1,4080,2304
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_5.png,guava,anthracnose,1,1,3000,4000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_185.png,guava,anthracnose,1,1,3000,4000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_191.png,guava,anthracnose,1,1,4284,5712
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_34.png,guava,anthracnose,1,1,3024,4032
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_20.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_146.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_152.png,guava,anthracnose,1,1,4284,5712
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_218.png,guava,anthracnose,1,1,3000,4000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_230.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_224.png,guava,anthracnose,1,1,3024,4032
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_225.png,guava,anthracnose,1,1,4284,5712
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_231.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_219.png,guava,anthracnose,1,1,3024,4032
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_153.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_147.png,guava,anthracnose,1,1,3000,4000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_21.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_35.png,guava,anthracnose,1,1,3000,4000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_190.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_184.png,guava,anthracnose,1,1,4284,5712
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_4.png,guava,anthracnose,1,1,3000,4000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_6.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_192.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_186.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_23.png,guava,anthracnose,1,1,4080,2304
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_37.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_179.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_151.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_145.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_227.png,guava,anthracnose,1,1,3000,4000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_233.png,guava,anthracnose,1,1,3000,4000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_232.png,guava,anthracnose,1,1,4284,5712
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_226.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_144.png,guava,anthracnose,1,1,3000,4000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_150.png,guava,anthracnose,1,1,4284,5712
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_178.png,guava,anthracnose,1,1,3000,4000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_36.png,guava,anthracnose,1,1,4284,5712
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_22.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_187.png,guava,anthracnose,1,1,3000,4000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_193.png,guava,anthracnose,1,1,3000,4000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_7.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_3.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_197.png,guava,anthracnose,1,1,3024,4032
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_183.png,guava,anthracnose,1,1,3000,4000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_154.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_140.png,guava,anthracnose,1,1,2304,4080
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_168.png,guava,anthracnose,1,1,3000,4000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_26.png,guava,anthracnose,1,1,3024,4032
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_32.png,guava,anthracnose,1,1,3000,4000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_222.png,guava,anthracnose,1,1,3000,4000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_236.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_237.png,guava,anthracnose,1,1,4080,2304
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_223.png,guava,anthracnose,1,1,3000,4000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_33.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_27.png,guava,anthracnose,1,1,3000,4000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_169.png,guava,anthracnose,1,1,3000,4000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_141.png,guava,anthracnose,1,1,4080,2304
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_155.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_182.png,guava,anthracnose,1,1,2304,4080
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_196.png,guava,anthracnose,1,1,3000,4000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_2.png,guava,anthracnose,1,1,4284,5712
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_180.png,guava,anthracnose,1,1,4080,2304
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_194.png,guava,anthracnose,1,1,3024,4032
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_143.png,guava,anthracnose,1,1,3024,4032
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_157.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_19.png,guava,anthracnose,1,1,3024,4032
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_31.png,guava,anthracnose,1,1,3024,4032
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_25.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_235.png,guava,anthracnose,1,1,2304,4080
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_221.png,guava,anthracnose,1,1,3024,4032
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_209.png,guava,anthracnose,1,1,3000,4000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_208.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_220.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_234.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_24.png,guava,anthracnose,1,1,4284,5712
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_30.png,guava,anthracnose,1,1,3000,4000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_18.png,guava,anthracnose,1,1,3000,4000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_156.png,guava,anthracnose,1,1,3000,4000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_142.png,guava,anthracnose,1,1,3000,4000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_195.png,guava,anthracnose,1,1,3000,4000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_181.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_1.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_198.png,guava,anthracnose,1,1,3000,4000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_15.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_29.png,guava,anthracnose,1,1,3024,4032
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_167.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_173.png,guava,anthracnose,1,1,3000,4000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_211.png,guava,anthracnose,1,1,3000,4000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_205.png,guava,anthracnose,1,1,3000,4000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_204.png,guava,anthracnose,1,1,3024,4032
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_210.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_172.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_166.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_28.png,guava,anthracnose,1,1,3000,4000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_14.png,guava,anthracnose,1,1,4080,2304
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_199.png,guava,anthracnose,1,1,3024,4032
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_16.png,guava,anthracnose,1,1,4284,5712
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_158.png,guava,anthracnose,1,1,3000,4000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_170.png,guava,anthracnose,1,1,3000,4000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_164.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_206.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_212.png,guava,anthracnose,1,1,3000,4000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_213.png,guava,anthracnose,1,1,3024,4032
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_207.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_165.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_171.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_159.png,guava,anthracnose,1,1,3024,4032
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_17.png,guava,anthracnose,1,1,3000,4000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_175.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_161.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_149.png,guava,anthracnose,1,1,3000,4000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_13.png,guava,anthracnose,1,1,2304,4080
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_203.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_217.png,guava,anthracnose,1,1,4080,2304
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_216.png,guava,anthracnose,1,1,3000,4000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_202.png,guava,anthracnose,1,1,3000,4000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_12.png,guava,anthracnose,1,1,3024,4032
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_148.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_160.png,guava,anthracnose,1,1,3000,4000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_174.png,guava,anthracnose,1,1,3024,4032
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_9.png,guava,anthracnose,1,1,3000,4000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_189.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_162.png,guava,anthracnose,1,1,4080,2304
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_176.png,guava,anthracnose,1,1,3024,4032
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_38.png,guava,anthracnose,1,1,4080,2304
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_10.png,guava,anthracnose,1,1,3024,4032
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_214.png,guava,anthracnose,1,1,3000,4000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_200.png,guava,anthracnose,1,1,4080,2304
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_228.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_229.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_201.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_215.png,guava,anthracnose,1,1,3000,4000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_11.png,guava,anthracnose,1,1,4080,2304
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_39.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_177.png,guava,anthracnose,1,1,3000,4000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_163.png,guava,anthracnose,1,1,4080,2304
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_188.png,guava,anthracnose,1,1,3000,4000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_8.png,guava,anthracnose,1,1,3024,4032
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_89.png,guava,anthracnose,1,1,4080,2304
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_76.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_138.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_62.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_104.png,guava,anthracnose,1,1,4000,3000
/Users/alimran/Desktop/CSE499A/Raw_dataset/Guava_Anthracnose/guava_anthracnose_110.png,guava,anthracnose,1,1,3024,4032
