path,species,health,joint_label,group_id,split
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (222).jpg,guava,anthracnose,Guava_Anthracnose,phash_eaa0c36c945f3d8397aae0b7da1572d5397e23c261a8670f2795cc2d66109cf4,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (234).jpg,guava,anthracnose,Guava_Anthracnose,phash_e8713c7997e2c3f26bd61b0e8d0e658830fc963c665b7a639e61272129c79896,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (49).jpg,guava,anthracnose,Guava_Anthracnose,phash_b492c5f4c36d364bcfa4382dcc9738728cdb71f234c96383326ce78f3324c61c,test
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (218).jpg,guava,anthracnose,Guava_Anthracnose,phash_ab56d528d4a9829596f50f5ada403d4bd00b31adc1ff35a4c3e06694cf6f7416,val
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (131).jpg,guava,anthracnose,Guava_Anthracnose,phash_b43d3c3cc3c0d2d0cf0fcb0f98f19c343d25ccf0e1b230e31cd332466e4fe61b,val
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (32).jpg,guava,anthracnose,Guava_Anthracnose,phash_b92b94b592d07b5a930f612dcb1c67a5c93c6796cc30321a9db1665bccd39259,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (8).jpg,guava,anthracnose,Guava_Anthracnose,phash_bd4090def0bf1b5ac3fa2d29c78479359f0a61b69e3e61b09e38619298386793,test
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (166).jpg,guava,anthracnose,Guava_Anthracnose,phash_e52b1927c69632f09a5a66129969ce7899e7c9e1619699c7259e998e66d8d998,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (189).jpg,guava,anthracnose,Guava_Anthracnose,phash_fa17c3e885f86e074a87357e8705d2a02c1e8d5734a877aa93d78c3dcd2a34f0,val
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (65).jpg,guava,anthracnose,Guava_Anthracnose,phash_feaa804b80555ff01fea28076a05c5ff255f9ea097aa185f9a1561f869572783,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (170).jpg,guava,anthracnose,Guava_Anthracnose,phash_ea565a5195a8a5ea4b557a95743fad7aa7e0cca5da0f1ad60978316a648146b5,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (73).jpg,guava,anthracnose,Guava_Anthracnose,phash_faa094df95574aa84ea82d552c15f4aa30fe8a95d380cd5a8f1f24a8fcf832d5,test
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (127).jpg,guava,anthracnose,Guava_Anthracnose,phash_affae8019555855edeaa1ead68055854615f6dea63aae4019d1dc23f9cf08b70,test
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (24).jpg,guava,anthracnose,Guava_Anthracnose,phash_bf6ccf03c81307ffc4dd1ba0c2647801e3b2f07f7191c0fc39c1e0f038cfc1f8,val
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (205).jpg,guava,anthracnose,Guava_Anthracnose,phash_ad4290b5c0bf6a521f50652f782fe6b461e89e1a6785986d64d669e1669b2787,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (97).jpg,guava,anthracnose,Guava_Anthracnose,phash_fae88542c0575eaad7aa2a15a56b742ab6a160fddb558f4acb0f3ca9483c34b1,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (194).jpg,guava,anthracnose,Guava_Anthracnose,phash_e5a53cb09696678f98699638c9ad9a636cd09967324b99869364d99e9926ccd9,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (78).jpg,guava,anthracnose,Guava_Anthracnose,phash_eaaa303e8555cb819eaa4e5e687d3d2165d030a5e6ab73969e744f1ad842cc79,val
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (3).jpg,guava,anthracnose,Guava_Anthracnose,phash_e85a393e97a171e1d294678f9a5e261e1b0ec65831b8ca69e6909b4dc7391d8d,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (81).jpg,guava,anthracnose,Guava_Anthracnose,phash_faaad8ba85552f40deaa643f7a5d61f029529f03e5aa9a4e46f538e8625361a1,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (182).jpg,guava,anthracnose,Guava_Anthracnose,phash_b603c967c17c2c92c7c0764dcf0733748e1f3133cc3831939cec718fcce6c18f,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (213).jpg,guava,anthracnose,Guava_Anthracnose,phash_af7e84bdd0a16b52cbdf252f2d2836b43405d35290ffcd2bc7e06cb436033452,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (39).jpg,guava,anthracnose,Guava_Anthracnose,phash_e85fcad487e02d6a9e1770a59e7832d69861369a99c3c25a998fce69998c9c69,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (42).jpg,guava,anthracnose,Guava_Anthracnose,phash_b682c17cc16f0f80cdb03e4fce9b307c666d31b2cf877193ce0f71c9cc1c83c4,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (141).jpg,guava,anthracnose,Guava_Anthracnose,phash_f85f992286f1ca36ca539d3ecc6d78f02d6c61c3349423cf3256339c234b633c,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (15).jpg,guava,anthracnose,Guava_Anthracnose,phash_b49669b2d3c996cbc307964dcb3e9e6ccf3c8c64cf309e60ce309167cc313266,test
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (116).jpg,guava,anthracnose,Guava_Anthracnose,phash_bda59f98d252f809cb0160bccc3f64d3ccfc66cbcee0e74dcc60c32464f2c332,val
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (229).jpg,guava,anthracnose,Guava_Anthracnose,phash_e17864709687c78f5a529878652b39c366b5673c965ae672466998cb2ce7990d,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (100).jpg,guava,anthracnose,Guava_Anthracnose,phash_eaaa7eaa9555a1555aaa9eaa6f0d787d383d254221c074a8658fd28786b58f5c,test
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (54).jpg,guava,anthracnose,Guava_Anthracnose,phash_eefb4ebe8000a14117ff954e7a006aa8607f6d5587f5a5aa9c0a928530ff9a5e,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (157).jpg,guava,anthracnose,Guava_Anthracnose,phash_b42dcfa6c2d23c3e8f4f30f0c93c31c1cdb2638f9993279c1899e638b4d98e61,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (120).jpg,guava,anthracnose,Guava_Anthracnose,phash_e97a6436968567c19e5e965a4969cc68b1a7996549964da4939c69964cd9b39a,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (23).jpg,guava,anthracnose,Guava_Anthracnose,phash_b6c0c936c03766d9cff43604cd32381fc9d931fccdc131e0ce0f3367c61e3833,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (209).jpg,guava,anthracnose,Guava_Anthracnose,phash_af52c4b7d0ad3f424bd2342d6d29e1f4a6b5cb429a5acc2f316964f4638136d2,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (177).jpg,guava,anthracnose,Guava_Anthracnose,phash_ebd7ca74953a39c398a5239c9bd466316b5a66636d6d4cce64ac998c24939931,val
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (74).jpg,guava,anthracnose,Guava_Anthracnose,phash_e1a59a169e1a69e9696be69666b59873da52698d19a86630c3c79e63393c998c,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (198).jpg,guava,anthracnose,Guava_Anthracnose,phash_bb546354c0af942a1fd0dad57817694b41fa33bc2605c729327e96f7c8e1196a,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (161).jpg,guava,anthracnose,Guava_Anthracnose,phash_b609c9bcc1f4ce8bcf832e4dce0f36740e3b30709d9933b3d19d3183c38c330f,val
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (62).jpg,guava,anthracnose,Guava_Anthracnose,phash_abdad6add405a9520aaf7ea12f50a05e700a97ef83ff4aa0df10251f280fb6aa,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (136).jpg,guava,anthracnose,Guava_Anthracnose,phash_e970386c87af63879e94661c9a5ace389b48ce729b299cc3cc6198cd2c6799cd,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (35).jpg,guava,anthracnose,Guava_Anthracnose,phash_bc2534b2d2da32c9cb41334fcd2fd3658d36cb26363acf363332cc9a3324cc58,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (19).jpg,guava,anthracnose,Guava_Anthracnose,phash_e186cf389e7930e3cda5938e359acf3832d9ccb1666530cdce3631c6cc928a66,test
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (233).jpg,guava,anthracnose,Guava_Anthracnose,phash_e952687297a597ad1a5c9a5c61e0596b678f65a5c47866160687967972d8994f,test
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (225).jpg,guava,anthracnose,Guava_Anthracnose,phash_bfdfe000d02805ffcad51fa0cf4ab8420d3fd92b3cb0c1b432d2a5d6734b46cb,val
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (58).jpg,guava,anthracnose,Guava_Anthracnose,phash_eaab66aa8550a95596aa952a1af59aa579403b50e5ef616ac6b865adfe10ce94,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (59).jpg,guava,anthracnose,Guava_Anthracnose,phash_effac20180041ffe97ef6a003a00655f6157a7ea67aa9e058685d87eda5e39e0,val
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (224).jpg,guava,anthracnose,Guava_Anthracnose,phash_bffe6e12d42121afc2d797f4cb4a9ec0cd2d980bcc1c192d6cc278f434e12db0,test
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (232).jpg,guava,anthracnose,Guava_Anthracnose,phash_bd0e271ec2f5d0c12d434f6334bc361ccb5093f9eca5cd2732d6269ec3293349,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (18).jpg,guava,anthracnose,Guava_Anthracnose,phash_e5a598f39e5a4f0c996964b0399436cb3398924d6731992cccf399b364cb6c93,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (137).jpg,guava,anthracnose,Guava_Anthracnose,phash_b0bc987bc3c365e58c3c369664f0b26933cbc925630c9cb2cf306cc99cf332cd,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (34).jpg,guava,anthracnose,Guava_Anthracnose,phash_ac3cb21cc3d17b489e9c61a5c9d2c7169b8b4c3ccd9f6c9a9b18ccd449396cd8,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (160).jpg,guava,anthracnose,Guava_Anthracnose,phash_bffe3f7f9054f000daaac15761570daa87ea66fd9e94a3407a4a9c0b31213835,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (63).jpg,guava,anthracnose,Guava_Anthracnose,phash_faa0c555855f1faa9ff03a1d7a0a61706855c7a2e5eade059607187cdabc71c0,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (176).jpg,guava,anthracnose,Guava_Anthracnose,phash_e85c6c3e97a3c7817bd4187e9c6a692a79a5b4a5671c63d2965226384b1a98e7,test
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (75).jpg,guava,anthracnose,Guava_Anthracnose,phash_b4969b69c3e84d36cf0764b2965c33e1987c638799a0369fcd89661c8c74667c,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (199).jpg,guava,anthracnose,Guava_Anthracnose,phash_b61f36d8c1e8cb372e074c92327d366dc1a09332ce0fcd9b3c7c266c71c13336,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (208).jpg,guava,anthracnose,Guava_Anthracnose,phash_eab7caa5d540b55a13ab36ab6c62c2d564854fdab9103c21916bb2f7c7e54648,test
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (121).jpg,guava,anthracnose,Guava_Anthracnose,phash_ea056a9585fa955a1e81daa5f0bf695e6b50e7a0652b8e0f96b530f4985a93c2,test
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (22).jpg,guava,anthracnose,Guava_Anthracnose,phash_b0add38ec3c26d3cce0f3cf0ccf160c38e4b364f193ce37c99b0c7293992cc38,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (55).jpg,guava,anthracnose,Guava_Anthracnose,phash_e5a592d2cf3e670d8cb66679324c3967b324d99e4cd2cd99c6cc66613a306326,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (156).jpg,guava,anthracnose,Guava_Anthracnose,phash_b4b799cac3c84d87cf07649ecc3e66c9cc38736dcc70332438e3333233c7cb18,test
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (101).jpg,guava,anthracnose,Guava_Anthracnose,phash_eaaab55d855542aa5eaa2f55685d942ac7a05af09e1f6b57386a352863c592b5,val
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (228).jpg,guava,anthracnose,Guava_Anthracnose,phash_e9726462968dc78f5ad09878612b31c374a5673da756a4d266799aca2cc7b949,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (14).jpg,guava,anthracnose,Guava_Anthracnose,phash_eacf89558d5c51eb94e32295928d67529210ac636a52d4ce6fca989d6d73d998,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (117).jpg,guava,anthracnose,Guava_Anthracnose,phash_b43d9a5ac3d06d258f0f26926c78324b31e1c32c7387cdb6661eccd2366c6ce3,val
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (43).jpg,guava,anthracnose,Guava_Anthracnose,phash_bc0b6d68c3f036958f07d34a9c5a9b243869cd3a31e79ced931638c4cdbc7186,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (140).jpg,guava,anthracnose,Guava_Anthracnose,phash_b4b4c7cfc3c33c3c9d2d39e16cb0c38331c36f3d66c93670932d64c196669986,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (38).jpg,guava,anthracnose,Guava_Anthracnose,phash_be9eec06d86f8249cff00324cc83e3b7e6e46199e660e3d9e220e1fce330f18c,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (212).jpg,guava,anthracnose,Guava_Anthracnose,phash_e8546bd497aab52b9c4fd2f533854b0b625e6e34cd69306b8d8791a5329c9790,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Anthracnose/Anthracnose (80).jpg,guava,anthracnose,Guava_Anthracnose,phash_ea8b95e285d44a159eab6958787525a361c0961f662f9af08af49943750f39af,train
